"Date","season","holiday","hr","workingday","weather","atemp","humidity","windspeed","Count","Day_Time"
"2011-08-31","winter","Not holiday","16","Workday","Clear","9.85",47,"26.0027",214,"Work time"
"2011-08-31","winter","Not holiday","17","Workday","Clear","9.85",44,"30.0026",103,"After work time"
"2011-08-31","winter","Not holiday","18","Workday","Clear","9.09",38,"40.9973",114,"After work time"
"2011-08-31","winter","Not holiday","19","Workday","Clear","9.85",38,"32.9975",154,"After work time"
"2011-08-31","winter","Not holiday","20","Workday","Clear","10.605",33,"35.0008",154,"After work time"
"2011-08-31","winter","Not holiday","21","Workday","Clear","10.605",33,"36.9974",129,"After work time"
"2011-08-31","winter","Not holiday","22","Workday","Clear","10.605",33,"39.0007",138,"After work time"
"2011-08-31","winter","Not holiday","23","Workday","Clear","12.12",30,"31.0009",233,"After work time"
"2011-09-01","winter","Not holiday","0","Workday","Clear","12.12",33,"27.9993",332,"Sleep time"
"2011-09-01","winter","Not holiday","1","Workday","Clear","11.365",38,"19.9995",301,"Sleep time"
"2011-09-01","winter","Not holiday","2","Workday","Clear","12.12",38,"19.0012",206,"Sleep time"
"2011-09-01","winter","Not holiday","3","Workday","Clear","12.12",41,"11.0014",136,"Sleep time"
"2011-09-01","winter","Not holiday","4","Workday","Clear","10.605",41,"19.0012",102,"Sleep time"
"2011-09-01","winter","Not holiday","5","Workday","Clear","9.09",47,"22.0028",65,"Sleep time"
"2011-09-01","winter","Not holiday","6","Workday","Clear","9.09",47,"12.998",65,"Sleep time"
"2011-09-01","winter","Not holiday","7","Not workday","Clear","9.09",47,"7.0015",44,"Work time"
"2011-09-01","winter","Not holiday","8","Not workday","Clear","7.575",47,"12.998",50,"Work time"
"2011-09-01","winter","Not holiday","9","Not workday","Clear","8.335",47,"11.0014",38,"Work time"
"2011-09-01","winter","Not holiday","10","Not workday","Clear","8.335",54,"7.0015",20,"Work time"
"2011-09-01","winter","Not holiday","11","Not workday","Clear","7.575",50,"8.9981",3,"Work time"
"2011-09-01","winter","Not holiday","12","Not workday","Clear","7.575",50,"8.9981",4,"Work time"
"2011-09-01","winter","Not holiday","13","Not workday","Clear","7.575",50,"0",5,"Work time"
"2011-09-01","winter","Not holiday","14","Not workday","Clear","7.575",50,"8.9981",24,"Work time"
"2011-09-01","winter","Not holiday","15","Not workday","Clear","7.575",54,"7.0015",92,"Work time"
"2011-09-01","winter","Not holiday","16","Not workday","Clear","8.335",50,"7.0015",81,"Work time"
"2011-09-01","winter","Not holiday","17","Not workday","Clear","11.365",47,"0",149,"After work time"
"2011-09-01","winter","Not holiday","18","Not workday","Clear","9.85",40,"12.998",178,"After work time"
"2011-09-01","winter","Not holiday","19","Not workday","Clear","10.605",41,"16.9979",219,"After work time"
"2011-09-01","winter","Not holiday","20","Not workday","Clear","10.605",44,"19.0012",220,"After work time"
"2011-09-01","winter","Not holiday","21","Not workday","Clear","10.605",41,"19.9995",231,"After work time"
"2011-09-01","winter","Not holiday","22","Not workday","Clear","10.605",38,"19.9995",226,"After work time"
"2011-09-01","winter","Not holiday","23","Not workday","Clear","11.365",38,"15.0013",206,"After work time"
"2011-09-02","winter","Not holiday","0","Not workday","Clear","11.365",41,"16.9979",144,"Sleep time"
"2011-09-02","winter","Not holiday","1","Not workday","Clear","11.365",41,"12.998",143,"Sleep time"
"2011-09-02","winter","Not holiday","2","Not workday","Clear","9.85",47,"15.0013",102,"Sleep time"
"2011-09-02","winter","Not holiday","3","Not workday","Clear","9.85",44,"16.9979",103,"Sleep time"
"2011-09-02","winter","Not holiday","4","Not workday","Clear","8.335",43,"16.9979",69,"Sleep time"
"2011-09-02","winter","Not holiday","5","Not workday","Clear","6.82",47,"23.9994",66,"Sleep time"
"2011-09-02","winter","Not holiday","6","Not workday","Clear","7.575",47,"15.0013",76,"Sleep time"
"2011-09-02","winter","Not holiday","7","Not workday","Clear","6.82",47,"22.0028",59,"Work time"
"2011-09-02","winter","Not holiday","8","Not workday","Mist","6.82",47,"19.9995",42,"Work time"
"2011-09-02","winter","Not holiday","9","Not workday","Mist","6.82",47,"19.0012",43,"Work time"
"2011-09-02","winter","Not holiday","10","Not workday","Mist","6.82",48,"26.0027",25,"Work time"
"2011-09-02","winter","Not holiday","11","Not workday","Mist","6.82",47,"26.0027",6,"Work time"
"2011-09-02","winter","Not holiday","12","Not workday","Mist","6.82",47,"22.0028",5,"Work time"
"2011-09-02","winter","Not holiday","13","Not workday","Mist","6.06",50,"19.0012",8,"Work time"
"2011-09-02","winter","Not holiday","14","Not workday","Clear","6.06",54,"19.0012",17,"Work time"
"2011-09-02","winter","Not holiday","15","Not workday","Clear","6.06",54,"15.0013",36,"Work time"
"2011-09-02","winter","Not holiday","16","Not workday","Clear","6.82",54,"12.998",90,"Work time"
"2011-09-02","winter","Not holiday","17","Not workday","Clear","6.06",54,"19.0012",126,"After work time"
"2011-09-02","winter","Not holiday","18","Not workday","Clear","7.575",47,"15.0013",165,"After work time"
"2011-09-02","winter","Not holiday","19","Not workday","Clear","8.335",40,"19.9995",234,"After work time"
"2011-09-02","winter","Not holiday","20","Not workday","Clear","9.09",34,"19.0012",224,"After work time"
"2011-09-02","winter","Not holiday","21","Not workday","Clear","9.09",32,"23.9994",188,"After work time"
"2011-09-02","winter","Not holiday","22","Not workday","Clear","11.365",27,"12.998",206,"After work time"
"2011-09-02","winter","Not holiday","23","Not workday","Clear","10.605",29,"19.9995",205,"After work time"
"2011-09-03","winter","Not holiday","0","Not workday","Clear","10.605",25,"16.9979",146,"Sleep time"
"2011-09-03","winter","Not holiday","1","Not workday","Clear","9.09",29,"15.0013",120,"Sleep time"
"2011-09-03","winter","Not holiday","2","Not workday","Clear","8.335",37,"11.0014",110,"Sleep time"
"2011-09-03","winter","Not holiday","3","Not workday","Clear","9.09",37,"7.0015",95,"Sleep time"
"2011-09-03","winter","Not holiday","4","Not workday","Clear","8.335",40,"11.0014",72,"Sleep time"
"2011-09-03","winter","Not holiday","5","Not workday","Clear","10.605",37,"6.0032",60,"Sleep time"
"2011-09-03","winter","Not holiday","6","Not workday","Clear","9.85",43,"6.0032",29,"Sleep time"
"2011-09-03","winter","Holiday","7","Not workday","Clear","7.575",46,"8.9981",25,"Work time"
"2011-09-03","winter","Holiday","8","Not workday","Clear","8.335",43,"7.0015",20,"Work time"
"2011-09-03","winter","Holiday","9","Not workday","Clear","10.605",46,"0",17,"Work time"
"2011-09-03","winter","Holiday","10","Not workday","Clear","9.85",50,"0",3,"Work time"
"2011-09-03","winter","Holiday","11","Not workday","Clear","7.575",58,"7.0015",8,"Work time"
"2011-09-03","winter","Holiday","12","Not workday","Clear","8.335",54,"6.0032",6,"Work time"
"2011-09-03","winter","Holiday","13","Not workday","Clear","6.82",54,"6.0032",13,"Work time"
"2011-09-03","winter","Holiday","14","Not workday","Clear","6.82",54,"7.0015",33,"Work time"
"2011-09-03","winter","Holiday","15","Not workday","Clear","6.06",58,"11.0014",78,"Work time"
"2011-09-03","winter","Holiday","16","Not workday","Clear","6.06",58,"11.0014",96,"Work time"
"2011-09-03","winter","Holiday","17","Not workday","Mist","6.82",59,"12.998",126,"After work time"
"2011-09-03","winter","Holiday","18","Not workday","Clear","7.575",59,"16.9979",179,"After work time"
"2011-09-03","winter","Holiday","19","Not workday","Clear","9.09",55,"22.0028",185,"After work time"
"2011-09-03","winter","Holiday","20","Not workday","Mist","9.85",41,"27.9993",228,"After work time"
"2011-09-03","winter","Holiday","21","Not workday","Clear","10.605",44,"26.0027",181,"After work time"
"2011-09-03","winter","Holiday","22","Not workday","Clear","10.605",44,"30.0026",192,"After work time"
"2011-09-03","winter","Holiday","23","Not workday","Clear","11.365",44,"23.9994",180,"After work time"
"2011-09-04","winter","Holiday","0","Not workday","Clear","11.365",48,"22.0028",193,"Sleep time"
"2011-09-04","winter","Holiday","1","Not workday","Clear","11.365",52,"22.0028",181,"Sleep time"
"2011-09-04","winter","Holiday","2","Not workday","Clear","12.12",56,"19.0012",144,"Sleep time"
"2011-09-04","winter","Holiday","3","Not workday","Clear","12.12",60,"19.0012",90,"Sleep time"
"2011-09-04","winter","Holiday","4","Not workday","Clear","12.88",52,"22.0028",49,"Sleep time"
"2011-09-04","winter","Holiday","5","Not workday","Mist","13.635",49,"23.9994",43,"Sleep time"
"2011-09-04","winter","Holiday","6","Not workday","Light Snow","11.365",70,"19.9995",28,"Sleep time"
"2011-09-04","winter","Not holiday","7","Workday","Mist","11.365",70,"22.0028",12,"Work time"
"2011-09-04","winter","Not holiday","8","Workday","Mist","12.88",65,"23.9994",2,"Work time"
"2011-09-04","winter","Not holiday","9","Workday","Light Snow","13.635",75,"16.9979",12,"Work time"
"2011-09-04","winter","Not holiday","10","Workday","Light Snow","15.15",66,"22.0028",2,"Work time"
"2011-09-04","winter","Not holiday","11","Workday","Light Snow","15.15",66,"22.0028",13,"Work time"
"2011-09-04","winter","Not holiday","12","Workday","Light Snow","14.395",75,"16.9979",57,"Work time"
"2011-09-04","winter","Not holiday","13","Workday","Light Snow","14.395",81,"15.0013",126,"Work time"
"2011-09-04","winter","Not holiday","14","Workday","Light Snow","14.395",81,"19.0012",93,"Work time"
"2011-09-04","winter","Not holiday","15","Workday","Light Snow","15.15",81,"16.9979",68,"Work time"
"2011-09-04","winter","Not holiday","16","Workday","Light Snow","14.395",87,"16.9979",62,"Work time"
"2011-09-04","winter","Not holiday","17","Workday","Mist","17.425",87,"7.0015",75,"After work time"
"2011-09-04","winter","Not holiday","18","Workday","Mist","15.15",87,"19.0012",86,"After work time"
"2011-09-04","winter","Not holiday","19","Workday","Mist","19.695",76,"22.0028",103,"After work time"
"2011-09-04","winter","Not holiday","20","Workday","Clear","21.97",62,"32.9975",132,"After work time"
"2011-09-04","winter","Not holiday","21","Workday","Clear","21.97",62,"32.9975",129,"After work time"
"2011-09-04","winter","Not holiday","22","Workday","Clear","22.725",63,"36.9974",219,"After work time"
"2011-09-04","winter","Not holiday","23","Workday","Clear","22.725",63,"30.0026",462,"After work time"
"2011-09-05","winter","Not holiday","0","Workday","Clear","22.725",63,"30.0026",463,"Sleep time"
"2011-09-05","winter","Not holiday","1","Workday","Clear","22.725",63,"27.9993",308,"Sleep time"
"2011-09-05","winter","Not holiday","2","Workday","Clear","22.725",63,"23.9994",180,"Sleep time"
"2011-09-05","winter","Not holiday","3","Workday","Clear","22.725",67,"31.0009",180,"Sleep time"
"2011-09-05","winter","Not holiday","4","Workday","Clear","22.725",72,"26.0027",90,"Sleep time"
"2011-09-05","winter","Not holiday","5","Workday","Clear","22.725",72,"26.0027",61,"Sleep time"
"2011-09-05","winter","Not holiday","6","Workday","Mist","22.725",77,"22.0028",17,"Sleep time"
"2011-09-05","winter","Not holiday","7","Workday","Mist","22.725",77,"22.0028",10,"Work time"
"2011-09-05","winter","Not holiday","8","Workday","Mist","21.97",51,"32.9975",2,"Work time"
"2011-09-05","winter","Not holiday","9","Workday","Mist","21.97",51,"32.9975",4,"Work time"
"2011-09-05","winter","Not holiday","10","Workday","Clear","14.395",46,"35.0008",1,"Work time"
"2011-09-05","winter","Not holiday","11","Workday","Clear","14.395",46,"35.0008",29,"Work time"
"2011-09-05","winter","Not holiday","12","Workday","Clear","14.395",36,"35.0008",88,"Work time"
"2011-09-05","winter","Not holiday","13","Workday","Clear","14.395",42,"23.9994",263,"Work time"
"2011-09-05","winter","Not holiday","14","Workday","Clear","13.635",52,"27.9993",489,"Work time"
"2011-09-05","winter","Not holiday","15","Workday","Clear","12.88",52,"22.0028",202,"Work time"
"2011-09-05","winter","Not holiday","16","Workday","Clear","13.635",42,"31.0009",93,"Work time"
"2011-09-05","winter","Not holiday","17","Workday","Clear","13.635",42,"26.0027",114,"After work time"
"2011-09-05","winter","Not holiday","18","Workday","Clear","12.88",39,"32.9975",161,"After work time"
"2011-09-05","winter","Not holiday","19","Workday","Clear","13.635",42,"31.0009",130,"After work time"
"2011-09-05","winter","Not holiday","20","Workday","Clear","13.635",33,"26.0027",105,"After work time"
"2011-09-05","winter","Not holiday","21","Workday","Clear","12.88",33,"35.0008",130,"After work time"
"2011-09-05","winter","Not holiday","22","Workday","Clear","11.365",30,"35.0008",176,"After work time"
"2011-09-05","winter","Not holiday","23","Workday","Clear","10.605",33,"30.0026",346,"After work time"
"2011-09-06","winter","Not holiday","0","Workday","Clear","10.605",32,"23.9994",355,"Sleep time"
"2011-09-06","winter","Not holiday","2","Workday","Clear","9.85",37,"26.0027",256,"Sleep time"
"2011-09-06","winter","Not holiday","3","Workday","Clear","10.605",37,"16.9979",165,"Sleep time"
"2011-09-06","winter","Not holiday","4","Workday","Clear","8.335",40,"27.9993",124,"Sleep time"
"2011-09-06","winter","Not holiday","5","Workday","Clear","8.335",47,"16.9979",78,"Sleep time"
"2011-09-06","winter","Not holiday","6","Workday","Clear","6.82",47,"19.9995",38,"Sleep time"
"2011-09-06","winter","Not holiday","7","Workday","Clear","6.82",50,"12.998",16,"Work time"
"2011-09-06","winter","Not holiday","8","Workday","Clear","7.575",50,"11.0014",5,"Work time"
"2011-09-06","winter","Not holiday","9","Workday","Clear","7.575",50,"8.9981",3,"Work time"
"2011-09-06","winter","Not holiday","10","Workday","Clear","7.575",54,"7.0015",4,"Work time"
"2011-09-06","winter","Not holiday","11","Workday","Clear","7.575",54,"7.0015",1,"Work time"
"2011-09-06","winter","Not holiday","12","Workday","Clear","6.06",55,"16.9979",19,"Work time"
"2011-09-06","winter","Not holiday","13","Workday","Clear","6.82",54,"11.0014",86,"Work time"
"2011-09-06","winter","Not holiday","14","Workday","Clear","8.335",54,"6.0032",206,"Work time"
"2011-09-06","winter","Not holiday","15","Workday","Clear","7.575",54,"7.0015",423,"Work time"
"2011-09-06","winter","Not holiday","16","Workday","Clear","9.85",54,"0",210,"Work time"
"2011-09-06","winter","Not holiday","17","Workday","Clear","10.605",59,"0",108,"After work time"
"2011-09-06","winter","Not holiday","18","Workday","Clear","8.335",55,"11.0014",99,"After work time"
"2011-09-06","winter","Not holiday","19","Workday","Clear","9.85",51,"12.998",111,"After work time"
"2011-09-06","winter","Not holiday","20","Workday","Clear","10.605",47,"19.0012",124,"After work time"
"2011-09-06","winter","Not holiday","21","Workday","Clear","11.365",44,"12.998",119,"After work time"
"2011-09-06","winter","Not holiday","22","Workday","Clear","11.365",44,"19.9995",127,"After work time"
"2011-09-06","winter","Not holiday","23","Workday","Clear","11.365",41,"22.0028",193,"After work time"
"2011-09-07","winter","Not holiday","0","Workday","Mist","11.365",44,"22.0028",385,"Sleep time"
"2011-09-07","winter","Not holiday","1","Workday","Mist","11.365",44,"22.0028",361,"Sleep time"
"2011-09-07","winter","Not holiday","2","Workday","Mist","11.365",48,"19.9995",234,"Sleep time"
"2011-09-07","winter","Not holiday","3","Workday","Clear","10.605",52,"30.0026",191,"Sleep time"
"2011-09-07","winter","Not holiday","4","Workday","Clear","11.365",44,"23.9994",121,"Sleep time"
"2011-09-07","winter","Not holiday","5","Workday","Mist","11.365",44,"27.9993",90,"Sleep time"
"2011-09-07","winter","Not holiday","6","Workday","Clear","11.365",48,"22.0028",56,"Sleep time"
"2011-09-07","winter","Not holiday","7","Workday","Clear","21.97",38,"19.0012",31,"Work time"
"2011-09-07","winter","Not holiday","8","Workday","Clear","21.97",41,"19.0012",4,"Work time"
"2011-09-07","winter","Not holiday","9","Workday","Clear","21.97",44,"19.0012",7,"Work time"
"2011-09-07","winter","Not holiday","10","Workday","Clear","21.97",44,"12.998",3,"Work time"
"2011-09-07","winter","Not holiday","11","Workday","Clear","20.455",50,"11.0014",1,"Work time"
"2011-09-07","winter","Not holiday","12","Workday","Clear","20.455",50,"11.0014",18,"Work time"
"2011-09-07","winter","Not holiday","13","Workday","Light Snow","20.455",54,"11.0014",67,"Work time"
"2011-09-07","winter","Not holiday","14","Workday","Light Snow","19.695",62,"6.0032",208,"Work time"
"2011-09-07","winter","Not holiday","15","Workday","Light Snow","18.18",73,"7.0015",520,"Work time"
"2011-09-07","winter","Not holiday","16","Workday","Mist","17.425",71,"12.998",276,"Work time"
"2011-09-07","winter","Not holiday","17","Workday","Clear","20.455",62,"8.9981",133,"After work time"
"2011-09-07","winter","Not holiday","18","Workday","Clear","20.455",58,"11.0014",143,"After work time"
"2011-09-07","winter","Not holiday","19","Workday","Clear","21.97",54,"7.0015",179,"After work time"
"2011-09-07","winter","Not holiday","20","Workday","Clear","22.725",47,"15.0013",186,"After work time"
"2011-09-07","winter","Not holiday","21","Workday","Clear","31.06",33,"15.0013",192,"After work time"
"2011-09-07","winter","Not holiday","22","Workday","Clear","31.06",35,"19.0012",194,"After work time"
"2011-09-07","winter","Not holiday","23","Workday","Clear","31.06",40,"15.0013",283,"After work time"
"2011-09-08","winter","Not holiday","0","Workday","Clear","27.275",43,"12.998",539,"Sleep time"
"2011-09-08","winter","Not holiday","1","Workday","Clear","26.515",46,"11.0014",526,"Sleep time"
"2011-09-08","winter","Not holiday","3","Workday","Clear","25.76",52,"19.0012",335,"Sleep time"
"2011-09-08","winter","Not holiday","4","Workday","Clear","25",52,"11.0014",264,"Sleep time"
"2011-09-08","winter","Not holiday","5","Workday","Clear","25",52,"11.0014",233,"Sleep time"
"2011-09-08","winter","Not holiday","6","Workday","Clear","24.24",55,"12.998",140,"Sleep time"
"2011-09-08","winter","Not holiday","7","Workday","Clear","22.725",63,"6.0032",97,"Work time"
"2011-09-08","winter","Not holiday","8","Workday","Clear","22.725",59,"8.9981",31,"Work time"
"2011-09-08","winter","Not holiday","9","Workday","Mist","22.725",55,"0",17,"Work time"
"2011-09-08","winter","Not holiday","10","Workday","Mist","21.21",67,"8.9981",9,"Work time"
"2011-09-08","winter","Not holiday","11","Workday","Mist","21.21",67,"8.9981",2,"Work time"
"2011-09-08","winter","Not holiday","12","Workday","Light Snow","20.455",82,"6.0032",1,"Work time"
"2011-09-08","winter","Not holiday","13","Workday","Light Snow","20.455",82,"0",19,"Work time"
"2011-09-08","winter","Not holiday","14","Workday","Light Snow","18.94",90,"0",74,"Work time"
"2011-09-08","winter","Not holiday","15","Workday","Light Snow","18.94",93,"0",205,"Work time"
"2011-09-08","winter","Not holiday","16","Workday","Light Snow","20.455",87,"0",445,"Work time"
"2011-09-08","winter","Not holiday","17","Workday","Light Snow","19.695",87,"0",228,"After work time"
"2011-09-08","winter","Not holiday","18","Workday","Light Snow","21.21",77,"7.0015",78,"After work time"
"2011-09-08","winter","Not holiday","19","Workday","Light Snow","20.455",82,"16.9979",105,"After work time"
"2011-09-08","winter","Not holiday","20","Workday","Clear","21.21",82,"0",148,"After work time"
"2011-09-08","winter","Not holiday","21","Workday","Mist","21.21",77,"0",137,"After work time"
"2011-09-08","winter","Not holiday","22","Workday","Clear","20.455",76,"7.0015",141,"After work time"
"2011-09-08","winter","Not holiday","23","Workday","Clear","22.725",67,"11.0014",174,"After work time"
"2011-09-09","winter","Not holiday","0","Workday","Clear","22.725",55,"19.0012",229,"Sleep time"
"2011-09-09","winter","Not holiday","1","Workday","Clear","21.21",54,"32.9975",450,"Sleep time"
"2011-09-09","winter","Not holiday","2","Workday","Clear","20.455",43,"31.0009",410,"Sleep time"
"2011-09-09","winter","Not holiday","3","Workday","Clear","19.695",43,"35.0008",327,"Sleep time"
"2011-09-09","winter","Not holiday","4","Workday","Clear","15.91",46,"35.0008",213,"Sleep time"
"2011-09-09","winter","Not holiday","5","Workday","Clear","15.15",46,"27.9993",148,"Sleep time"
"2011-09-09","winter","Not holiday","6","Workday","Clear","14.395",49,"27.9993",109,"Sleep time"
"2011-09-09","winter","Not holiday","7","Workday","Clear","15.15",49,"16.9979",61,"Work time"
"2011-09-09","winter","Not holiday","8","Workday","Clear","14.395",53,"26.0027",38,"Work time"
"2011-09-09","winter","Not holiday","9","Workday","Clear","13.635",56,"22.0028",22,"Work time"
"2011-09-09","winter","Not holiday","10","Workday","Clear","14.395",52,"15.0013",6,"Work time"
"2011-09-09","winter","Not holiday","11","Workday","Clear","12.88",56,"19.9995",4,"Work time"
"2011-09-09","winter","Not holiday","12","Workday","Clear","12.88",60,"15.0013",2,"Work time"
"2011-09-09","winter","Not holiday","13","Workday","Clear","12.88",60,"15.0013",17,"Work time"
"2011-09-09","winter","Not holiday","14","Workday","Clear","12.12",65,"11.0014",88,"Work time"
"2011-09-09","winter","Not holiday","15","Workday","Clear","11.365",65,"15.0013",226,"Work time"
"2011-09-09","winter","Not holiday","16","Workday","Clear","11.365",65,"15.0013",441,"Work time"
"2011-09-09","winter","Not holiday","17","Workday","Clear","11.365",65,"12.998",270,"After work time"
"2011-09-09","winter","Not holiday","18","Workday","Clear","12.88",56,"19.0012",129,"After work time"
"2011-09-09","winter","Not holiday","19","Workday","Clear","15.15",53,"19.9995",164,"After work time"
"2011-09-09","winter","Not holiday","20","Workday","Clear","16.665",46,"8.9981",216,"After work time"
"2011-09-09","winter","Not holiday","21","Workday","Clear","18.18",46,"0",198,"After work time"
"2011-09-09","winter","Not holiday","22","Workday","Clear","17.425",46,"15.0013",170,"After work time"
"2011-09-09","winter","Not holiday","23","Workday","Clear","19.695",40,"0",216,"After work time"
"2011-09-10","winter","Not holiday","0","Workday","Clear","20.455",37,"7.0015",311,"Sleep time"
"2011-09-10","winter","Not holiday","1","Workday","Clear","20.455",37,"6.0032",488,"Sleep time"
"2011-09-10","winter","Not holiday","2","Workday","Clear","19.695",40,"8.9981",385,"Sleep time"
"2011-09-10","winter","Not holiday","3","Workday","Clear","17.425",49,"7.0015",267,"Sleep time"
"2011-09-10","winter","Not holiday","4","Workday","Clear","17.425",49,"7.0015",163,"Sleep time"
"2011-09-10","winter","Not holiday","5","Workday","Clear","17.425",49,"7.0015",134,"Sleep time"
"2011-09-10","winter","Not holiday","6","Workday","Clear","17.425",49,"7.0015",119,"Sleep time"
"2011-09-10","winter","Not holiday","7","Workday","Clear","13.635",70,"7.0015",77,"Work time"
"2011-09-10","winter","Not holiday","8","Not workday","Clear","13.635",70,"7.0015",86,"Work time"
"2011-09-10","winter","Not holiday","9","Not workday","Clear","13.635",70,"7.0015",43,"Work time"
"2011-09-10","winter","Not holiday","10","Not workday","Clear","12.88",70,"6.0032",44,"Work time"
"2011-09-10","winter","Not holiday","11","Not workday","Clear","14.395",75,"0",18,"Work time"
"2011-09-10","winter","Not holiday","12","Not workday","Clear","12.88",81,"6.0032",6,"Work time"
"2011-09-10","winter","Not holiday","13","Not workday","Clear","12.88",81,"6.0032",4,"Work time"
"2011-09-10","winter","Not holiday","14","Not workday","Clear","11.365",87,"8.9981",5,"Work time"
"2011-09-10","winter","Not holiday","15","Not workday","Mist","12.12",87,"8.9981",28,"Work time"
"2011-09-10","winter","Not holiday","16","Not workday","Clear","14.395",87,"0",90,"Work time"
"2011-09-10","winter","Not holiday","17","Not workday","Clear","12.12",81,"8.9981",157,"After work time"
"2011-09-10","winter","Not holiday","18","Not workday","Clear","12.88",87,"7.0015",224,"After work time"
"2011-09-10","winter","Not holiday","19","Not workday","Clear","16.665",70,"0",270,"After work time"
"2011-09-10","winter","Not holiday","20","Not workday","Mist","15.91",70,"6.0032",300,"After work time"
"2011-09-10","winter","Not holiday","21","Not workday","Mist","14.395",70,"12.998",302,"After work time"
"2011-09-10","winter","Not holiday","22","Not workday","Mist","15.15",66,"15.0013",276,"After work time"
"2011-09-10","winter","Not holiday","23","Not workday","Mist","15.15",66,"15.0013",305,"After work time"
"2011-09-11","winter","Not holiday","0","Not workday","Mist","16.665",61,"11.0014",143,"Sleep time"
"2011-09-11","winter","Not holiday","1","Not workday","Light Snow","14.395",70,"12.998",67,"Sleep time"
"2011-09-11","winter","Not holiday","2","Not workday","Light Snow","13.635",75,"11.0014",64,"Sleep time"
"2011-09-11","winter","Not holiday","3","Not workday","Light Snow","13.635",87,"8.9981",80,"Sleep time"
"2011-09-11","winter","Not holiday","4","Not workday","Light Snow","11.365",93,"12.998",77,"Sleep time"
"2011-09-11","winter","Not holiday","5","Not workday","Light Snow","12.12",93,"8.9981",78,"Sleep time"
"2011-09-11","winter","Not holiday","6","Not workday","Mist","12.88",87,"6.0032",95,"Sleep time"
"2011-09-11","winter","Not holiday","7","Not workday","Mist","12.12",87,"8.9981",70,"Work time"
"2011-09-11","winter","Not holiday","8","Not workday","Mist","12.12",87,"8.9981",61,"Work time"
"2011-09-11","winter","Not holiday","9","Not workday","Mist","12.88",93,"7.0015",51,"Work time"
"2011-09-11","winter","Not holiday","10","Not workday","Mist","12.88",93,"7.0015",63,"Work time"
"2011-09-11","winter","Not holiday","11","Not workday","Light Snow","12.88",87,"6.0032",17,"Work time"
"2011-09-11","winter","Not holiday","12","Not workday","Mist","12.12",87,"8.9981",9,"Work time"
"2011-09-11","winter","Not holiday","13","Not workday","Light Snow","12.88",81,"12.998",4,"Work time"
"2011-09-11","winter","Not holiday","14","Not workday","Mist","12.12",70,"16.9979",4,"Work time"
"2011-09-11","winter","Not holiday","15","Not workday","Mist","12.12",75,"11.0014",16,"Work time"
"2011-09-11","winter","Not holiday","16","Not workday","Mist","12.12",75,"11.0014",62,"Work time"
"2011-09-11","winter","Not holiday","17","Not workday","Mist","11.365",70,"15.0013",92,"After work time"
"2011-09-11","winter","Not holiday","18","Not workday","Mist","12.12",65,"19.0012",148,"After work time"
"2011-09-11","winter","Not holiday","19","Not workday","Mist","12.88",70,"12.998",182,"After work time"
"2011-09-11","winter","Not holiday","20","Not workday","Mist","12.88",65,"12.998",248,"After work time"
"2011-09-11","winter","Not holiday","21","Not workday","Mist","13.635",61,"11.0014",274,"After work time"
"2011-09-11","winter","Not holiday","22","Not workday","Clear","15.15",61,"11.0014",243,"After work time"
"2011-09-11","winter","Not holiday","23","Not workday","Mist","14.395",56,"16.9979",272,"After work time"
"2011-09-12","winter","Not holiday","0","Not workday","Clear","14.395",56,"15.0013",296,"Sleep time"
"2011-09-12","winter","Not holiday","1","Not workday","Clear","15.91",53,"11.0014",306,"Sleep time"
"2011-09-12","winter","Not holiday","2","Not workday","Clear","14.395",52,"16.9979",181,"Sleep time"
"2011-09-12","winter","Not holiday","4","Not workday","Clear","14.395",52,"15.0013",69,"Sleep time"
"2011-09-12","winter","Not holiday","5","Not workday","Clear","13.635",56,"12.998",50,"Sleep time"
"2011-09-12","winter","Not holiday","6","Not workday","Clear","14.395",56,"7.0015",66,"Sleep time"
"2011-09-12","winter","Not holiday","7","Not workday","Clear","13.635",60,"7.0015",191,"Work time"
"2011-09-12","winter","Not holiday","8","Not workday","Clear","12.12",70,"8.9981",42,"Work time"
"2011-09-12","winter","Not holiday","9","Workday","Clear","12.12",65,"8.9981",21,"Work time"
"2011-09-12","winter","Not holiday","10","Workday","Clear","12.88",75,"6.0032",6,"Work time"
"2011-09-12","winter","Not holiday","11","Workday","Clear","13.635",75,"0",3,"Work time"
"2011-09-12","winter","Not holiday","12","Workday","Clear","10.605",80,"7.0015",2,"Work time"
"2011-09-12","winter","Not holiday","13","Workday","Clear","10.605",80,"7.0015",17,"Work time"
"2011-09-12","winter","Not holiday","14","Workday","Clear","9.09",86,"7.0015",72,"Work time"
"2011-09-12","winter","Not holiday","15","Workday","Clear","9.09",86,"7.0015",234,"Work time"
"2011-09-12","winter","Not holiday","16","Workday","Clear","9.09",86,"8.9981",444,"Work time"
"2011-09-12","winter","Not holiday","17","Workday","Clear","10.605",80,"7.0015",277,"After work time"
"2011-09-12","winter","Not holiday","18","Workday","Clear","12.12",75,"7.0015",116,"After work time"
"2011-09-12","winter","Not holiday","19","Workday","Clear","13.635",70,"8.9981",116,"After work time"
"2011-09-12","winter","Not holiday","20","Workday","Clear","15.91",61,"11.0014",150,"After work time"
"2011-09-12","winter","Not holiday","21","Workday","Clear","19.695",40,"15.0013",141,"After work time"
"2011-09-12","winter","Not holiday","22","Workday","Clear","20.455",35,"11.0014",140,"After work time"
